comment,aspects
I am unable to get the verification code,['824.account-management.account-access.0']
Lacks some functions,['824.company-brand.general-satisfaction.0']
Perfectly simple Just as banking should be .,['824.company-brand.general-satisfaction.0']
"Top, all very transparent and effective.",['824.company-brand.general-satisfaction.0']
"Very bad, they took my money and won't respond to my emails",['824.company-brand.general-satisfaction.0']
"Good interest rates but if you are using older equipment (in my case an older iPad) I couldn’t log on as Well couldn’t upgrade to Atom’s requirements.
The Face ID is sluggish but it’s worth it for good rates and you once on the site it’s fairly easy to navigate.",['824.account-management.account-access.0']
Excellent and very convenient service. Especially great when traveling abroad and when you need to send funds around the world. Customer service are also always pleasant to chat with and quick to respond and resolve any issues.,['824.company-brand.general-satisfaction.0']
"If I was CEO at this bank, with these revues, if I had any pride in myself and my bank I'd do something. Disgraceful.",['824.company-brand.general-satisfaction.0']
"Finally a bank as it should, yes exactly, in a land where moving in the meanders of banking institutions has now become a minefield, N26 excels on every front: Capacity, speed, fairness, kindness and competence are the keywords of a company that is showing itself as a valid Leader in the financial world.
I personally needed online customer service twice, in both cases I was excellently helped to explain the whole thing. 
Congratulations.",['824.company-brand.general-satisfaction.0']
"Excellent service, clear communication about updates, issues and future services.

Good experiences with their support - as of late a resolution thanks to Karolina S - which remains reactive even when under load.",['824.staff-support.agent-named.0']
"App from convenient navigation and quite intuitive, I just have some aesthetic criticism, I remember that long ago there was a nice screensaver with a naturalistic landscape to the access screen, and others smallness that made the use of the app more pleasant even to the eyes; I hope updates will be considered to this effect","['824.company-brand.convenience.0', '824.online-experience.updates-versions.0']"
Amazing people amazing Bank. Switched All my accounts!,['824.company-brand.general-satisfaction.0']
it has lots of cool features and i love it!,['824.company-brand.general-satisfaction.0']
One thing that's makes me angry is the fact that it wants you to login again if the screen goes dark even for 1sec. It doesn't utilise finger print scanner,"['824.account-management.fingerprint-facial-recognition.0', '824.account-management.account-access.0']"
Really nice services.,['824.company-brand.general-satisfaction.0']
